,Unnamed: 0,Unnamed: 0.1,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
51813,51813,51813,32543,7,11,0,1,1,1,25,5.0,3,1,0,55,0
3628,3628,3628,51067,7,31,0,1,0,1,52,4.0,7,0,0,46,0
38941,38941,38941,23535,8,31,2,0,2,1,35,1.0,2,0,0,83,0
63,63,63,14107,7,0,2,1,2,1,35,4.0,2,1,0,52,0
12471,12471,12471,18702,2,11,2,1,2,1,36,3.0,2,0,0,46,0
26847,26847,26847,2405,1,11,0,1,0,1,31,3.0,7,0,0,52,0
19236,19236,19236,40650,5,11,0,0,0,1,49,5.0,3,0,0,89,1
18298,18298,18298,3416,0,18,0,1,0,1,37,3.0,3,0,0,87,0
22499,22499,22499,70215,5,14,0,1,0,2,29,4.0,2,1,0,74,0
32470,32470,32470,34971,7,4,2,1,2,1,49,5.0,5,1,0,51,0
22814,22814,22814,10813,8,6,0,1,0,1,30,4.0,3,1,0,85,0
27172,27172,27172,13900,8,11,0,1,0,1,30,1.0,4,0,0,81,0
32922,32922,32922,52437,3,4,0,1,2,1,31,4.0,6,0,0,59,0
27097,27097,27097,1916,8,31,2,1,0,1,35,3.0,9,0,1,77,0
36057,36057,36057,26163,4,2,0,0,0,1,34,4.0,7,1,0,59,0
7435,7435,7435,67916,4,24,0,1,0,1,31,3.0,3,0,0,62,0
42074,42074,42074,25211,7,14,0,0,2,1,28,1.0,2,1,0,50,0
4152,4152,4152,52744,7,2,0,1,0,2,28,3.0,4,0,0,47,0
50871,50871,50871,77640,5,21,0,1,2,1,33,3.0,7,0,0,66,0
1470,1470,1470,67600,8,19,0,0,2,1,28,4.0,2,1,0,78,1
20275,20275,20275,56995,7,31,0,1,0,1,27,2.0,3,1,0,53,0
23775,23775,23775,61402,0,33,0,1,2,2,26,4.0,4,1,0,85,0
37448,37448,37448,11258,7,21,0,1,2,1,32,1.0,2,0,0,51,0
25136,25136,25136,35141,0,12,0,1,0,1,28,5.0,2,1,0,83,0
42134,42134,42134,18282,7,11,0,1,0,1,26,3.0,1,1,0,55,1
47029,47029,47029,22343,5,4,2,0,2,1,47,3.0,19,0,0,67,0
8455,8455,8455,18703,7,12,0,1,0,2,32,1.0,9,0,0,48,0
49961,49961,49961,59136,0,6,2,1,2,2,38,3.0,3,0,0,81,0
32847,32847,32847,17365,5,29,0,0,0,1,29,4.0,3,0,0,72,0
18512,18512,18512,1956,7,7,0,1,0,1,26,2.0,3,0,0,52,0
6469,6469,6469,42794,8,14,0,0,0,4,27,3.0,1,1,0,79,1
14467,14467,14467,76674,6,14,0,1,2,4,28,3.0,1,1,0,94,1
38082,38082,38082,54758,7,28,0,1,0,1,32,4.0,3,0,0,54,0
27622,27622,27622,42883,7,19,0,0,2,1,27,5.0,3,0,0,49,0
23923,23923,23923,40996,0,4,2,1,0,1,38,3.0,10,0,0,85,0
35374,35374,35374,25649,5,5,0,1,0,1,32,1.0,6,1,1,73,0
22653,22653,22653,46936,7,32,0,1,0,1,28,1.0,4,0,0,48,0
49768,49768,49768,25626,1,11,0,1,0,1,31,1.0,4,0,0,59,0
17139,17139,17139,59328,7,4,0,0,2,1,31,4.0,6,0,0,66,1
39890,39890,39890,43234,4,29,0,1,2,1,27,3.0,5,1,0,55,1
9250,9250,9250,30006,7,11,2,1,0,1,58,4.0,13,0,0,48,0
41302,41302,41302,46409,1,23,0,1,2,1,28,1.0,2,0,0,62,0
24,24,24,52057,1,14,2,1,2,2,39,5.0,7,0,0,59,0
45953,45953,45953,61783,0,31,0,1,0,1,27,4.0,2,0,0,85,0
47708,47708,47708,77754,7,15,0,1,0,1,26,5.0,3,0,0,52,0
34627,34627,34627,37908,4,25,2,0,0,1,38,5.0,10,0,0,61,0
29499,29499,29499,63861,0,14,0,1,2,1,30,3.0,1,0,0,85,0
29429,29429,29429,55446,7,0,2,1,0,1,49,3.0,4,0,0,54,0
688,688,688,35644,0,33,2,1,0,1,31,4.0,5,1,0,82,0
11380,11380,11380,2570,0,21,0,1,2,1,30,2.0,4,1,0,82,0
47154,47154,47154,58159,7,31,0,0,2,1,28,1.0,4,0,0,50,0
8495,8495,8495,47335,4,21,2,1,0,1,32,3.0,7,0,0,60,0
40155,40155,40155,55474,0,19,0,1,0,1,28,3.0,1,1,0,83,0
28654,28654,28654,22050,5,2,2,1,0,1,42,4.0,9,1,0,69,0
10536,10536,10536,2401,0,31,2,1,0,1,41,3.0,4,0,0,83,0
35068,35068,35068,36216,0,14,0,1,0,2,28,3.0,1,1,0,85,0
11820,11820,11820,20701,8,31,0,1,2,1,30,3.0,3,1,0,81,1
18470,18470,18470,24408,0,17,2,1,0,1,34,5.0,3,1,0,87,1
42240,42240,42240,39207,8,7,0,0,2,1,31,2.0,6,0,0,80,0
10631,10631,10631,56648,7,31,0,1,2,1,25,3.0,1,1,0,48,0
32925,32925,32925,69493,2,11,2,1,1,1,36,3.0,10,0,0,49,0
47765,47765,47765,38189,8,11,0,1,2,1,38,1.0,8,0,0,73,0
31535,31535,31535,47869,7,31,0,0,2,2,34,4.0,6,0,0,49,0
23181,23181,23181,31245,5,31,2,0,0,1,45,2.0,16,0,0,67,0
35456,35456,35456,38252,4,6,0,0,2,1,35,5.0,9,1,0,67,0
44283,44283,44283,29551,4,31,0,1,0,2,30,3.0,1,1,0,64,0
1973,1973,1973,17650,8,11,0,0,0,1,55,3.0,8,0,0,79,0
25501,25501,25501,55790,0,11,0,1,0,1,34,4.0,5,0,0,83,0
33366,33366,33366,38481,0,11,0,1,2,1,24,2.0,2,0,0,86,0
1444,1444,1444,60032,7,11,2,0,2,1,49,3.0,15,0,0,52,0
25757,25757,25757,15593,4,14,0,0,0,2,36,3.0,3,1,0,63,0
17026,17026,17026,75375,4,14,0,1,0,3,32,3.0,3,0,0,57,0
22294,22294,22294,75963,7,5,0,1,2,1,46,3.0,16,0,0,49,0
37647,37647,37647,57545,8,17,0,0,2,1,28,4.0,2,0,0,79,0
24935,24935,24935,45809,7,11,2,0,0,3,35,3.0,3,0,0,46,0
51002,51002,51002,38402,7,4,0,1,0,1,39,5.0,2,1,0,48,0
22142,22142,22142,46874,7,19,0,1,0,1,26,5.0,3,0,0,46,0
18477,18477,18477,72009,7,10,2,1,0,1,37,3.0,8,0,0,47,0
50430,50430,50430,4219,7,31,2,0,0,1,40,5.0,4,0,0,50,0
5313,5313,5313,65770,0,21,0,1,2,1,32,4.0,6,1,0,82,0
29763,29763,29763,4798,1,11,0,0,0,1,36,5.0,10,1,0,57,0
8041,8041,8041,20052,8,20,2,1,2,1,38,4.0,2,0,0,77,0
50858,50858,50858,44854,8,24,0,1,0,2,31,3.0,5,0,0,79,0
5118,5118,5118,58391,5,11,0,0,2,1,38,2.0,6,0,0,70,0
10655,10655,10655,69394,7,23,0,1,0,1,32,2.0,5,0,0,52,0
6870,6870,6870,64024,4,27,2,1,2,1,34,4.0,4,0,0,58,0
35095,35095,35095,3375,4,24,0,1,2,1,30,5.0,4,1,0,61,0
7043,7043,7043,54667,8,5,0,0,0,1,31,1.0,5,0,0,84,0
14416,14416,14416,153,5,14,0,1,0,2,26,3.0,2,0,0,67,0
6100,6100,6100,45980,6,28,2,1,0,2,36,1.0,10,0,0,85,0
12639,12639,12639,26972,0,12,2,1,2,1,36,3.0,2,0,0,80,0
48596,48596,48596,46645,4,14,0,1,2,1,25,5.0,4,1,0,55,0
6523,6523,6523,8605,8,5,0,1,2,1,33,3.0,7,0,0,83,0
12643,12643,12643,20871,4,14,0,0,0,1,42,3.0,8,0,0,60,0
13239,13239,13239,42285,0,21,0,1,0,1,29,1.0,4,0,0,88,0
10909,10909,10909,41519,7,11,2,1,0,1,43,1.0,13,0,0,49,0
10087,10087,10087,54431,2,11,0,1,0,1,23,3.0,2,1,0,54,1
35303,35303,35303,13032,5,11,0,0,0,1,32,5.0,7,1,0,70,0
28989,28989,28989,682,7,0,0,1,0,1,39,1.0,10,0,0,47,0
40762,40762,40762,13030,3,11,0,0,0,1,30,2.0,2,0,0,65,0
41266,41266,41266,51782,8,11,2,1,2,3,60,4.0,15,0,0,80,0
28630,28630,28630,65884,3,31,0,1,2,1,32,5.0,3,1,0,62,0
9670,9670,9670,56829,3,14,0,1,2,1,31,3.0,1,0,0,56,0
8065,8065,8065,40120,8,19,0,1,0,1,33,1.0,9,0,0,80,0
52169,52169,52169,45078,8,11,2,0,0,1,35,4.0,6,1,0,82,0
9746,9746,9746,72318,0,20,2,1,0,1,32,5.0,3,1,0,85,1
43178,43178,43178,4528,5,31,0,0,0,1,43,3.0,4,0,0,67,0
26603,26603,26603,17746,0,11,0,1,0,1,54,5.0,15,0,0,77,0
49142,49142,49142,32411,4,11,2,1,0,1,33,3.0,8,0,0,64,0
29869,29869,29869,53251,7,17,0,1,0,1,30,5.0,2,0,0,52,0
30583,30583,30583,25491,4,6,0,1,0,1,36,1.0,7,0,0,60,0
647,647,647,61602,7,5,0,1,0,1,30,1.0,3,0,0,50,0
2865,2865,2865,58530,0,14,0,0,2,2,29,5.0,4,1,0,84,0
44366,44366,44366,53534,7,23,0,1,0,1,29,3.0,4,0,0,49,0
13611,13611,13611,26227,8,15,0,0,0,1,30,5.0,6,0,0,82,1
52694,52694,52694,723,7,14,0,1,0,1,23,3.0,1,0,0,48,0
47202,47202,47202,3834,4,23,2,1,0,1,38,3.0,8,1,0,59,0
48026,48026,48026,34674,4,10,0,0,2,2,31,4.0,3,0,0,60,0
34749,34749,34749,74457,7,28,0,1,2,2,27,4.0,2,0,0,44,0
37293,37293,37293,48571,8,13,0,1,2,1,27,3.0,1,1,0,77,0
17327,17327,17327,71632,7,15,2,1,2,1,38,3.0,3,1,0,50,0
31745,31745,31745,62590,8,8,0,0,0,1,38,3.0,12,0,0,83,0
33808,33808,33808,25424,7,14,0,1,2,1,28,4.0,2,1,0,49,0
16653,16653,16653,30841,4,11,0,0,2,1,53,1.0,10,0,0,61,0
26802,26802,26802,59493,7,24,0,1,2,1,37,2.0,4,0,0,50,0
54479,54479,54479,7661,5,31,1,0,2,1,24,3.0,1,1,0,69,0
37980,37980,37980,42089,8,20,0,1,0,2,30,4.0,7,0,0,78,0
42953,42953,42953,69986,8,18,0,1,1,1,27,3.0,2,0,0,75,0
49967,49967,49967,36643,4,25,0,1,1,1,28,3.0,1,0,0,60,0
27956,27956,27956,53136,8,11,0,0,2,1,24,4.0,2,0,0,81,0
2542,2542,2542,37188,0,17,0,1,0,2,32,5.0,6,1,0,82,0
46050,46050,46050,55929,4,6,2,1,0,1,39,5.0,12,0,0,60,0
12830,12830,12830,1529,2,11,0,0,0,1,29,5.0,3,1,0,46,0
3535,3535,3535,77713,7,29,0,1,2,1,34,5.0,6,1,1,93,1
31166,31166,31166,22167,4,5,0,1,2,1,33,5.0,3,1,0,60,0
41973,41973,41973,51924,4,20,2,1,2,1,40,4.0,3,0,0,60,0
41554,41554,41554,3558,7,11,2,1,0,2,43,1.0,14,0,0,47,0
44459,44459,44459,24960,5,20,2,1,2,1,36,3.0,7,0,0,71,0
5865,5865,5865,48999,7,14,0,0,2,1,30,1.0,6,0,0,48,0
6705,6705,6705,15971,4,4,0,1,0,2,32,5.0,2,0,0,78,1
9977,9977,9977,21383,5,11,2,1,2,1,58,4.0,26,1,0,67,0
24775,24775,24775,37753,7,2,0,1,2,1,33,4.0,7,0,0,51,0
24049,24049,24049,26267,4,11,2,1,0,1,36,2.0,8,0,1,64,0
22505,22505,22505,60351,7,11,0,1,0,1,28,5.0,2,1,0,49,0
22285,22285,22285,11144,8,14,0,0,0,1,27,3.0,3,1,0,81,0
38409,38409,38409,14735,1,11,0,1,0,1,36,4.0,5,1,0,58,0
11013,11013,11013,10793,4,31,0,1,2,1,32,3.0,6,1,0,57,0
27103,27103,27103,26543,1,23,0,0,2,1,28,2.0,1,1,0,56,1
44991,44991,44991,68162,8,19,0,0,0,1,29,3.0,6,0,0,78,0
52683,52683,52683,76693,2,11,0,1,0,1,56,4.0,4,0,0,65,1
24821,24821,24821,7762,0,6,0,1,0,2,28,5.0,4,1,0,86,0
25783,25783,25783,1774,8,5,0,0,2,1,41,4.0,3,0,0,78,0
8804,8804,8804,26727,8,11,1,0,1,1,24,3.0,2,0,0,78,0
27580,27580,27580,17313,7,11,0,1,2,1,43,3.0,5,0,0,46,0
41475,41475,41475,61332,8,31,2,0,0,1,40,4.0,5,0,0,79,0
9900,9900,9900,75679,1,18,0,0,0,1,25,3.0,1,0,0,59,0
22913,22913,22913,66945,4,22,2,0,0,1,33,3.0,2,0,0,61,0
34067,34067,34067,50313,0,20,0,1,0,1,28,3.0,2,1,0,79,0
14983,14983,14983,7810,7,14,0,0,0,1,30,3.0,2,1,0,51,1
51772,51772,51772,64359,4,15,0,0,2,1,30,4.0,2,0,0,56,0
42855,42855,42855,37876,6,18,2,1,0,1,31,5.0,4,1,0,89,0
34817,34817,34817,45151,8,14,0,1,0,1,28,4.0,5,1,0,82,0
30015,30015,30015,76333,8,0,0,0,0,1,25,3.0,2,0,0,80,0
15229,15229,15229,15251,4,18,0,0,0,1,31,3.0,7,1,0,61,0
12426,12426,12426,32603,7,33,0,1,2,1,26,2.0,2,0,0,50,0
47017,47017,47017,24049,7,0,0,1,0,1,28,3.0,4,0,0,50,0
39276,39276,39276,71571,7,11,0,1,2,1,27,5.0,2,1,0,52,0
22232,22232,22232,73078,7,31,0,1,2,1,28,2.0,2,0,0,49,0
47123,47123,47123,19497,0,19,0,1,0,2,32,5.0,7,1,1,83,0
12145,12145,12145,27125,7,2,0,1,2,1,49,4.0,17,0,0,54,0
31135,31135,31135,76215,7,14,0,0,2,1,27,5.0,2,1,0,95,1
51850,51850,51850,66129,7,23,2,1,0,1,42,5.0,5,0,0,56,0
42007,42007,42007,29000,4,10,2,1,0,1,33,2.0,7,0,0,57,0
29241,29241,29241,40783,8,11,0,1,1,1,35,3.0,9,0,0,81,0
12046,12046,12046,52151,8,4,2,1,0,2,33,5.0,3,1,0,79,0
50392,50392,50392,36861,7,8,2,1,0,1,44,5.0,10,0,0,46,0
21136,21136,21136,59809,4,6,0,1,2,1,42,1.0,13,0,0,59,0
26850,26850,26850,42699,7,29,0,1,0,2,32,4.0,5,0,0,46,0
9950,9950,9950,55494,7,11,0,1,0,2,51,1.0,28,0,0,50,0
48306,48306,48306,33444,7,33,0,1,0,1,30,3.0,3,0,0,47,0
31181,31181,31181,29387,4,11,0,1,2,2,28,3.0,2,1,0,60,0
48643,48643,48643,45629,0,18,0,1,2,1,43,5.0,15,0,0,82,0
16316,16316,16316,61151,4,30,0,0,0,1,29,4.0,4,1,0,65,0
3695,3695,3695,69101,4,25,2,0,2,1,40,4.0,4,0,0,60,0
30780,30780,30780,45274,1,30,0,1,0,1,28,3.0,4,0,0,57,0
36536,36536,36536,31009,5,10,0,1,2,2,30,3.0,2,0,0,68,0
46747,46747,46747,40440,3,11,2,1,0,1,54,1.0,13,0,0,62,0
50785,50785,50785,6909,7,7,0,1,0,1,48,1.0,12,0,0,45,0
37950,37950,37950,61189,8,4,0,1,0,1,33,3.0,4,0,0,76,0
13018,13018,13018,69832,4,6,2,1,0,1,53,5.0,8,0,0,63,0
16213,16213,16213,59710,5,18,0,0,0,2,35,4.0,8,1,0,70,0
17023,17023,17023,3002,4,6,0,1,2,2,38,4.0,9,0,0,57,0
18994,18994,18994,47889,5,11,0,1,0,1,40,5.0,6,1,0,70,0
43580,43580,43580,70451,4,19,2,0,0,1,40,5.0,7,1,0,58,0
53878,53878,53878,13713,4,14,0,0,0,1,53,3.0,4,0,0,60,0
9409,9409,9409,73074,0,24,0,1,0,1,32,5.0,5,1,0,85,0
34494,34494,34494,30261,8,4,2,0,0,1,42,3.0,9,0,0,80,0
52057,52057,52057,64290,7,19,0,1,0,1,31,5.0,5,1,1,95,1
20745,20745,20745,26272,7,20,2,1,2,1,35,5.0,2,1,0,44,1
395,395,395,58138,7,12,0,1,0,1,33,1.0,7,0,0,48,0
21675,21675,21675,70986,8,1,2,0,0,1,30,5.0,5,1,0,79,0
35003,35003,35003,24872,4,15,2,0,0,1,35,5.0,4,1,0,58,0
13711,13711,13711,75655,4,15,2,1,2,2,39,5.0,10,1,0,64,0
9613,9613,9613,54423,5,12,0,0,2,1,33,3.0,8,0,0,71,0
2510,2510,2510,6470,0,31,0,0,0,2,28,3.0,1,1,0,85,1
36262,36262,36262,16937,4,14,0,0,2,2,29,3.0,1,0,0,62,0
24483,24483,24483,51451,8,31,2,1,2,1,38,1.0,5,0,0,79,0
2970,2970,2970,54436,0,21,0,0,2,1,28,5.0,4,1,0,81,0
20908,20908,20908,11608,0,12,0,1,0,1,29,3.0,1,0,0,81,0
43085,43085,43085,10833,3,11,0,0,2,1,36,5.0,4,1,0,57,0
15467,15467,15467,4257,7,4,2,1,2,1,46,4.0,5,1,0,51,0
16913,16913,16913,48036,4,32,0,0,2,1,33,2.0,6,0,0,62,0
13715,13715,13715,19954,8,4,2,1,0,1,37,3.0,4,0,0,83,0
1001,1001,1001,78191,8,16,0,1,0,1,31,1.0,4,0,0,80,0
1468,1468,1468,63636,7,11,0,1,0,1,36,4.0,8,1,0,51,1
13501,13501,13501,17363,4,23,0,0,2,1,27,3.0,1,0,0,55,0
46677,46677,46677,30808,7,14,0,0,0,1,27,3.0,5,0,0,50,0
36621,36621,36621,15441,5,1,0,1,0,1,30,1.0,7,0,0,69,0
26694,26694,26694,8660,0,24,0,1,0,1,28,3.0,1,1,0,84,0
1018,1018,1018,11715,0,24,0,1,0,2,28,2.0,2,0,0,83,0
23698,23698,23698,68107,1,14,0,1,2,1,30,1.0,4,1,0,59,0
22085,22085,22085,59430,4,11,0,0,0,2,52,3.0,2,0,0,63,0
44157,44157,44157,74501,2,4,0,0,0,1,25,3.0,2,0,0,55,0
49359,49359,49359,66234,7,4,0,1,2,1,26,5.0,2,0,0,51,0
33390,33390,33390,65885,0,11,0,1,2,1,34,3.0,9,0,0,86,0
38801,38801,38801,25439,2,14,2,1,0,1,35,4.0,8,1,0,53,0
8734,8734,8734,19229,8,7,0,1,2,1,36,3.0,3,0,0,80,0
48812,48812,48812,23227,7,11,0,1,0,1,50,3.0,17,0,0,50,0
32512,32512,32512,69360,7,7,0,1,0,1,32,5.0,4,0,0,45,0
9202,9202,9202,35759,4,24,0,0,0,1,28,3.0,1,0,0,56,0
38142,38142,38142,11921,7,4,0,1,2,1,34,3.0,7,0,0,49,0
20501,20501,20501,60987,7,6,2,1,0,3,34,1.0,5,0,0,50,0
25180,25180,25180,27689,7,7,0,0,0,1,37,3.0,7,0,0,48,0
2766,2766,2766,35659,5,11,2,1,2,1,41,4.0,11,0,0,67,0
40545,40545,40545,25445,4,11,0,0,0,1,25,3.0,1,0,0,58,0
44058,44058,44058,68688,8,4,2,0,0,1,32,3.0,5,0,0,92,1
29847,29847,29847,51000,7,20,0,1,2,1,39,5.0,5,1,0,45,0
48396,48396,48396,27530,5,11,0,1,2,4,41,4.0,13,0,0,67,0
27030,27030,27030,4481,3,14,0,1,2,1,27,3.0,1,1,0,62,0
36180,36180,36180,34841,0,19,0,1,0,1,31,3.0,7,0,0,85,0
52951,52951,52951,73879,5,15,2,0,2,1,34,3.0,7,0,0,70,0
54788,54788,54788,75164,7,4,0,0,2,2,28,3.0,3,0,0,48,0
15360,15360,15360,49565,4,6,0,1,1,3,40,5.0,6,0,0,62,0
46125,46125,46125,74693,7,11,2,1,0,1,50,3.0,10,0,0,44,0
9099,9099,9099,43167,8,31,0,0,0,1,34,5.0,4,1,0,84,0
28919,28919,28919,10908,7,18,0,1,0,1,27,5.0,5,0,0,52,0
28188,28188,28188,58649,7,17,2,1,0,1,31,4.0,6,0,0,52,0
28571,28571,28571,36888,5,11,0,0,0,1,32,4.0,4,0,0,65,0
23564,23564,23564,14639,1,14,1,1,0,1,23,3.0,1,0,0,65,0
37226,37226,37226,33394,0,21,0,1,2,2,29,3.0,3,0,0,84,0
42935,42935,42935,12767,2,11,0,1,0,1,30,4.0,5,1,0,49,0
25190,25190,25190,75020,0,14,0,1,2,2,29,5.0,6,1,0,85,0
36913,36913,36913,20916,8,7,0,1,0,1,37,5.0,3,0,0,77,0
34716,34716,34716,36086,7,31,2,0,0,1,41,4.0,17,0,0,52,0
46146,46146,46146,16211,7,14,0,1,2,2,29,4.0,3,1,0,54,0
45173,45173,45173,22278,8,1,2,0,2,2,33,1.0,7,0,0,85,0
27930,27930,27930,26141,7,11,0,1,2,2,39,2.0,5,1,1,47,0
12406,12406,12406,69590,8,7,0,1,0,1,29,3.0,4,0,0,78,0
33603,33603,33603,11963,7,20,2,1,2,1,34,3.0,4,0,0,49,0
51656,51656,51656,49823,4,14,0,1,0,1,42,4.0,5,1,0,58,1
43330,43330,43330,12399,4,11,0,0,0,1,59,3.0,7,1,0,59,0
32768,32768,32768,55615,7,4,2,1,2,1,32,1.0,5,0,0,47,0
28686,28686,28686,2006,8,31,2,0,2,1,34,3.0,7,0,0,78,0
9620,9620,9620,50368,7,11,0,1,2,1,26,3.0,1,1,0,52,0
4652,4652,4652,74485,5,14,0,0,0,1,27,5.0,2,1,0,68,0
27370,27370,27370,47223,8,11,0,1,2,1,49,3.0,8,0,0,79,0
25132,25132,25132,12942,4,7,0,0,2,1,31,4.0,2,0,0,64,0
14693,14693,14693,1231,5,6,0,1,2,1,40,1.0,4,0,0,68,0
22084,22084,22084,53438,8,7,0,1,0,1,29,1.0,7,0,0,82,0
40529,40529,40529,35512,5,20,0,0,2,1,29,3.0,4,1,1,70,0
17898,17898,17898,38014,4,6,0,0,2,1,39,5.0,10,1,0,61,0
38394,38394,38394,24741,4,22,2,0,2,1,33,5.0,10,0,0,75,1
46516,46516,46516,3142,4,23,0,1,0,1,28,1.0,3,0,0,59,0
13340,13340,13340,2211,7,21,0,1,2,1,29,4.0,7,1,0,56,0
11224,11224,11224,7870,1,4,0,0,2,2,27,2.0,4,0,0,59,0
42814,42814,42814,69571,7,24,0,1,0,1,30,3.0,1,1,0,53,0
38479,38479,38479,55472,0,13,0,1,2,1,28,3.0,5,0,0,82,0
25306,25306,25306,72542,2,11,0,1,2,1,38,3.0,3,0,0,49,0
9697,9697,9697,57856,0,14,0,0,0,1,29,3.0,1,0,0,81,0
6032,6032,6032,14564,4,19,0,1,2,2,30,3.0,6,0,0,60,0
23411,23411,23411,44851,5,15,2,1,0,1,32,5.0,4,1,0,72,0
1811,1811,1811,39727,8,11,2,1,2,1,51,3.0,3,0,0,84,0
44015,44015,44015,26921,8,14,0,0,0,1,28,1.0,4,0,0,79,0
41154,41154,41154,54059,7,2,2,1,0,1,42,2.0,13,0,0,48,0
9227,9227,9227,69848,5,20,0,0,0,2,28,3.0,1,0,0,67,0
691,691,691,8174,7,7,2,1,0,1,35,1.0,4,0,0,48,0
7595,7595,7595,33177,0,27,0,1,2,1,28,3.0,1,0,0,87,0
42274,42274,42274,27885,7,24,2,1,0,2,30,1.0,2,0,0,49,0
39154,39154,39154,25878,4,32,2,0,2,1,36,5.0,10,1,0,59,1
41275,41275,41275,26899,8,26,0,1,0,1,33,3.0,8,0,0,78,0
47216,47216,47216,32702,0,14,0,0,0,1,28,4.0,2,0,0,86,0
38106,38106,38106,66403,4,31,2,0,0,1,52,5.0,15,1,0,66,0
52001,52001,52001,75641,5,11,0,0,2,2,30,4.0,2,0,0,71,0
15870,15870,15870,49245,7,21,0,1,0,1,28,1.0,4,0,0,52,0
13359,13359,13359,23377,4,6,0,1,2,1,39,3.0,11,1,0,64,1
40250,40250,40250,27792,4,14,0,1,2,1,25,3.0,1,0,0,61,0
15885,15885,15885,953,8,31,0,0,0,1,31,4.0,2,1,0,79,0
10854,10854,10854,76785,7,22,2,1,2,1,36,3.0,4,0,0,47,0
12118,12118,12118,35549,1,14,0,1,2,1,28,3.0,1,0,0,60,0
30068,30068,30068,45043,4,24,0,1,0,1,29,4.0,1,0,0,61,0
13072,13072,13072,39432,6,14,0,1,0,1,31,1.0,2,0,0,85,0
50650,50650,50650,61327,7,28,0,1,2,1,27,3.0,2,0,0,51,0
18091,18091,18091,33061,7,12,0,1,0,1,36,5.0,6,1,0,45,0
7643,7643,7643,7185,7,11,0,1,2,1,52,2.0,10,0,0,48,0
54498,54498,54498,58472,4,6,2,1,1,1,40,3.0,7,0,0,56,0
40695,40695,40695,53165,7,18,0,1,2,1,24,3.0,1,0,0,52,0
7156,7156,7156,71307,4,21,0,1,0,2,28,3.0,4,0,0,58,0
39910,39910,39910,61775,7,6,2,0,0,1,32,3.0,2,1,0,97,1
37080,37080,37080,44637,7,18,0,1,2,3,35,3.0,8,0,0,47,0
8748,8748,8748,29299,4,6,0,1,0,1,37,3.0,3,0,0,62,0
37084,37084,37084,1506,7,3,0,0,2,1,30,5.0,5,1,0,52,0
21198,21198,21198,21738,5,29,0,1,2,1,29,2.0,7,0,0,70,0
15245,15245,15245,54000,5,11,0,0,0,1,34,3.0,9,0,0,68,0
53357,53357,53357,65463,4,11,1,1,2,2,22,4.0,2,1,0,60,0
10139,10139,10139,28466,0,2,0,1,0,2,31,5.0,3,1,0,86,0
37032,37032,37032,30298,8,11,1,1,2,2,23,4.0,1,0,0,81,0
43113,43113,43113,44148,1,12,0,1,2,1,31,4.0,4,1,0,61,0
7270,7270,7270,46129,4,10,0,0,2,1,39,4.0,7,0,0,62,0
38501,38501,38501,273,4,18,0,0,2,1,33,4.0,2,1,0,64,0
44935,44935,44935,27313,7,13,0,1,2,1,30,3.0,6,0,0,47,0
28852,28852,28852,60643,7,29,0,1,2,1,36,5.0,9,1,0,53,0
22040,22040,22040,75738,0,5,0,1,0,1,33,5.0,6,1,0,84,1
24862,24862,24862,40260,4,14,0,1,0,1,22,3.0,2,0,0,57,0
52880,52880,52880,11408,7,10,0,1,2,1,43,1.0,7,0,0,50,0
6625,6625,6625,40490,4,11,0,1,2,1,44,3.0,13,1,0,62,0
36407,36407,36407,42843,7,31,0,0,0,1,39,1.0,6,0,0,49,0
15969,15969,15969,61070,4,12,0,0,2,1,36,5.0,9,0,0,64,0
44840,44840,44840,70979,0,6,0,1,0,2,29,2.0,2,0,0,84,0
27604,27604,27604,1315,0,20,0,1,0,1,35,3.0,7,0,0,80,1
28789,28789,28789,25554,4,11,1,1,2,3,25,5.0,2,1,0,61,0
34037,34037,34037,42964,0,24,0,1,0,2,30,3.0,1,0,0,85,0
32828,32828,32828,25836,7,5,0,1,0,1,23,2.0,2,0,0,45,0
24703,24703,24703,17978,7,4,0,1,0,2,43,3.0,12,0,0,47,0
38563,38563,38563,66380,7,14,0,1,2,1,28,5.0,2,0,0,54,0
15389,15389,15389,78124,7,19,0,1,0,2,34,1.0,7,0,0,48,0
12038,12038,12038,67597,4,28,0,1,0,1,33,3.0,2,1,1,63,1
31789,31789,31789,66074,5,2,0,0,2,1,36,3.0,9,1,0,71,1
31897,31897,31897,49449,5,29,0,0,0,2,26,2.0,2,1,0,72,0
7157,7157,7157,42867,8,25,0,1,0,1,30,3.0,9,0,0,77,0
10010,10010,10010,8446,7,5,0,1,0,1,30,5.0,4,0,0,47,0
29508,29508,29508,25352,4,11,0,0,2,2,50,5.0,7,1,0,54,0
42835,42835,42835,64066,5,11,0,1,0,4,23,3.0,1,0,0,71,0
19354,19354,19354,768,8,16,2,1,2,3,34,4.0,9,1,0,79,0
44261,44261,44261,12675,0,23,0,1,0,2,32,3.0,3,1,1,93,1
15051,15051,15051,21408,7,4,2,1,2,1,37,5.0,3,0,0,53,0
49780,49780,49780,22303,5,11,2,0,2,1,34,5.0,7,1,0,73,1
45860,45860,45860,62007,5,11,0,0,0,1,35,5.0,8,1,0,65,0
22990,22990,22990,65236,7,16,0,1,2,2,32,1.0,6,0,0,49,0
