,Unnamed: 0,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
13833,13833,2904,5,6,0,1,2,1,46,3.0,8,0,0,66,0
13834,13834,23174,7,5,0,0,0,1,34,3.0,4,0,0,43,0
13835,13835,76128,7,7,0,1,0,1,31,4.0,3,1,0,54,0
13836,13836,38342,5,1,0,1,2,3,28,3.0,2,0,0,67,0
13837,13837,15586,7,28,2,1,2,1,39,4.0,6,0,0,46,0
13838,13838,23917,7,18,0,1,0,1,42,1.0,12,0,0,48,0
13839,13839,2588,2,28,2,0,0,1,33,2.0,10,0,0,51,0
13840,13840,29892,0,11,0,1,2,1,52,3.0,3,0,0,87,0
13841,13841,77488,4,11,0,0,0,1,48,5.0,7,0,0,58,0
13842,13842,59621,7,24,0,1,2,2,30,3.0,5,0,0,43,0
13843,13843,13263,8,18,0,1,0,1,27,3.0,2,1,0,77,1
13844,13844,21348,0,20,0,1,0,1,30,5.0,3,1,0,83,1
13845,13845,54584,0,20,0,1,0,1,31,5.0,3,1,0,82,0
13846,13846,32234,3,11,0,1,2,1,27,3.0,1,0,0,73,1
13847,13847,42771,1,20,0,1,0,1,29,4.0,5,0,0,57,0
13848,13848,29008,4,22,0,0,2,1,31,4.0,5,1,0,59,0
13849,13849,71129,2,14,2,1,0,1,33,3.0,5,0,0,47,0
13850,13850,3767,7,4,0,1,0,1,41,5.0,5,0,0,50,0
13851,13851,51679,5,7,0,1,2,1,35,3.0,4,0,0,71,0
13852,13852,49430,0,31,0,1,2,1,26,3.0,3,1,1,83,1
13853,13853,52753,0,14,0,1,2,2,29,4.0,4,0,0,79,0
13854,13854,64387,7,6,0,0,0,1,24,2.0,2,0,0,48,0
13855,13855,17720,8,16,0,0,2,2,28,1.0,1,0,0,79,0
13856,13856,14627,8,11,2,1,0,1,49,3.0,20,1,0,80,0
13857,13857,40465,7,4,0,1,0,1,39,5.0,7,0,0,51,0
13858,13858,35947,7,2,0,1,2,2,26,1.0,2,0,0,55,0
13859,13859,10018,4,6,0,0,0,1,42,3.0,12,1,0,61,0
13860,13860,29691,4,30,0,1,0,1,29,3.0,5,0,0,56,0
13861,13861,55186,0,6,0,1,0,2,28,4.0,2,0,0,81,0
13862,13862,43469,7,2,0,1,0,1,39,1.0,6,0,0,48,0
13863,13863,41241,1,30,0,0,2,1,29,3.0,6,1,0,61,0
13864,13864,28989,7,14,0,1,0,2,30,3.0,4,0,0,53,0
13865,13865,63919,8,8,2,0,0,1,38,2.0,7,1,1,80,0
13866,13866,52625,2,11,2,1,0,1,37,3.0,3,1,0,44,0
13867,13867,821,4,24,0,1,0,1,25,3.0,4,1,0,65,0
13868,13868,69739,8,18,0,1,0,1,42,3.0,15,0,0,83,0
13869,13869,35562,8,30,0,0,0,1,28,2.0,4,1,0,82,0
13870,13870,52457,4,25,0,1,0,1,30,2.0,5,0,0,54,0
13871,13871,65162,4,24,0,0,0,1,31,2.0,3,0,0,58,0
13872,13872,40878,8,14,0,1,2,1,30,3.0,2,1,0,74,0
13873,13873,65213,8,19,0,0,0,1,24,4.0,2,1,0,81,0
13874,13874,2399,5,11,0,0,2,2,41,4.0,13,1,0,72,0
13875,13875,41000,8,11,2,1,1,1,47,4.0,13,0,0,77,0
13876,13876,5344,3,14,0,1,2,1,31,4.0,4,0,0,62,0
13877,13877,3173,1,25,0,0,2,1,31,3.0,7,1,0,60,0
13878,13878,24587,4,14,2,0,2,1,32,4.0,8,0,0,60,0
13879,13879,26342,8,24,2,1,2,1,32,1.0,6,0,0,76,0
13880,13880,5304,4,25,0,0,2,1,34,3.0,5,1,0,60,0
13881,13881,59276,4,14,2,0,0,2,31,5.0,4,0,0,60,0
13882,13882,48338,7,31,0,1,2,1,30,4.0,6,0,0,53,0
13883,13883,51852,8,12,0,0,2,1,32,2.0,3,0,0,82,0
13884,13884,50255,5,8,2,1,2,1,52,2.0,11,0,0,69,0
13885,13885,36297,1,31,0,1,0,1,26,3.0,3,0,0,61,0
13886,13886,73996,5,31,2,1,0,2,31,3.0,3,1,0,73,0
13887,13887,36938,4,24,2,1,0,1,41,3.0,5,0,0,63,0
13888,13888,42745,4,24,0,1,2,1,31,4.0,4,0,0,63,0
13889,13889,17125,0,23,0,1,0,1,31,5.0,5,1,0,82,1
13890,13890,15130,7,14,0,1,0,2,37,2.0,3,0,0,52,0
13891,13891,23590,0,13,0,1,2,1,39,5.0,10,1,0,91,0
13892,13892,44638,7,28,0,1,2,2,30,3.0,7,0,0,57,0
13893,13893,21155,7,33,0,1,0,1,32,3.0,5,0,0,51,0
13894,13894,73060,5,33,0,1,0,1,31,3.0,1,1,0,70,0
13895,13895,49266,4,30,0,0,0,1,31,2.0,7,0,0,60,0
13896,13896,45752,7,10,0,0,0,1,33,2.0,6,0,0,55,0
13897,13897,68334,4,31,2,0,0,2,38,3.0,9,1,0,60,0
13898,13898,30979,8,11,0,0,1,1,24,3.0,1,0,0,82,0
13899,13899,34886,8,11,1,0,1,1,22,3.0,2,0,0,80,0
13900,13900,20526,4,4,2,1,0,1,48,2.0,20,0,0,61,0
13901,13901,69547,4,14,0,0,2,2,30,3.0,5,1,0,62,0
13902,13902,20562,7,17,0,1,0,2,30,1.0,3,1,0,51,0
13903,13903,51963,7,6,0,1,2,1,28,1.0,4,0,0,47,0
13904,13904,49818,5,28,0,0,0,1,30,2.0,6,0,0,70,0
13905,13905,69790,7,31,0,1,0,2,26,2.0,3,0,0,51,0
13906,13906,3252,0,11,2,1,2,1,37,3.0,3,0,0,85,0
13907,13907,56468,4,7,0,1,0,1,40,3.0,6,0,0,61,0
13908,13908,73864,4,18,0,1,0,1,31,3.0,6,0,0,60,0
13909,13909,2031,7,30,0,0,2,2,31,1.0,5,0,0,51,0
13910,13910,4496,7,31,0,0,0,1,32,3.0,6,0,0,52,0
13911,13911,40036,4,23,0,1,2,1,30,1.0,5,0,1,86,1
13912,13912,37233,8,24,0,1,0,1,33,3.0,6,0,0,77,0
13913,13913,6294,4,13,0,0,0,1,37,3.0,7,1,0,59,0
13914,13914,3776,8,12,0,0,0,1,33,1.0,8,0,0,81,0
13915,13915,9043,0,14,0,1,0,1,24,4.0,2,0,0,85,0
13916,13916,65284,1,11,1,1,0,2,25,3.0,2,0,0,61,0
13917,13917,30907,7,20,0,1,0,2,27,1.0,3,0,0,47,0
13918,13918,55564,7,17,0,1,2,2,31,3.0,4,0,0,46,0
13919,13919,61318,1,7,2,1,0,1,35,3.0,3,0,0,56,0
13920,13920,5801,5,11,0,0,0,1,40,2.0,3,1,0,70,0
13921,13921,4693,2,32,2,0,0,1,36,5.0,5,1,0,51,0
13922,13922,32423,0,24,0,0,2,1,35,3.0,10,0,0,88,0
13923,13923,75521,7,4,2,1,0,1,48,5.0,6,1,0,49,0
13924,13924,26884,4,14,2,1,2,1,39,5.0,11,1,0,60,0
13925,13925,40683,7,11,0,0,0,1,36,5.0,7,1,0,51,0
13926,13926,2148,5,11,2,1,0,1,58,3.0,16,1,0,69,0
13927,13927,60891,4,10,0,1,0,1,44,4.0,5,0,0,57,0
13928,13928,20493,7,22,2,1,2,2,36,3.0,4,0,0,52,0
13929,13929,13143,1,31,0,1,2,1,25,1.0,2,0,0,57,0
13930,13930,70047,4,32,0,1,0,1,25,3.0,1,1,0,60,0
13931,13931,34763,4,14,0,1,0,3,33,3.0,7,1,0,62,1
13932,13932,34006,4,11,0,0,0,1,30,4.0,3,0,0,59,0
13933,13933,65128,4,4,0,1,2,1,37,3.0,7,0,0,63,0
13934,13934,23726,7,31,0,1,2,1,31,2.0,5,0,0,48,0
13935,13935,2220,7,4,2,1,0,1,35,2.0,8,0,0,48,0
13936,13936,29770,1,11,0,1,2,2,50,3.0,2,1,0,60,0
13937,13937,20707,7,20,0,1,0,1,29,1.0,4,0,0,55,0
13938,13938,38412,7,26,0,0,0,1,31,3.0,3,0,0,46,0
13939,13939,52564,4,12,0,1,2,1,27,3.0,3,1,0,63,0
13940,13940,59950,7,30,0,1,0,1,28,2.0,2,0,0,53,0
13941,13941,10889,8,14,0,1,2,1,32,5.0,7,1,0,78,1
13942,13942,70604,5,11,0,0,2,1,46,4.0,17,1,0,69,0
13943,13943,42376,7,22,0,1,0,1,33,5.0,2,1,0,49,0
13944,13944,9557,7,23,0,1,0,1,27,3.0,1,0,0,50,0
13945,13945,19791,0,14,0,1,0,2,30,3.0,2,0,0,85,0
13946,13946,74958,7,20,0,1,0,1,33,4.0,7,0,0,53,0
13947,13947,24559,7,5,2,1,0,1,43,5.0,4,0,0,53,0
13948,13948,12975,5,14,0,1,0,1,57,3.0,7,0,0,69,0
13949,13949,31459,4,4,0,0,0,1,35,3.0,8,0,0,59,0
13950,13950,53134,4,31,0,1,0,1,38,1.0,6,1,0,61,0
13951,13951,38577,5,21,0,1,2,1,34,4.0,4,0,0,70,0
13952,13952,50696,0,6,0,1,0,1,30,3.0,4,0,0,84,0
13953,13953,13194,5,11,0,0,0,1,33,4.0,5,1,0,69,0
13954,13954,26955,8,4,0,1,0,1,30,2.0,5,0,0,78,0
13955,13955,19983,7,11,0,1,0,1,46,5.0,3,0,0,46,0
13956,13956,28854,7,25,0,1,2,1,33,1.0,6,0,0,51,0
13957,13957,9347,0,13,0,1,2,1,30,4.0,4,0,0,87,0
13958,13958,56156,2,11,1,1,0,1,22,3.0,1,0,0,51,0
13959,13959,16974,1,10,0,1,0,1,29,3.0,1,1,0,60,0
13960,13960,6599,7,28,0,1,0,1,54,3.0,17,0,0,50,0
13961,13961,5764,7,20,0,1,2,1,26,3.0,2,0,0,50,0
13962,13962,76023,4,28,0,0,2,1,44,4.0,7,1,0,61,0
13963,13963,36548,7,22,2,1,2,1,39,4.0,5,0,0,50,0
13964,13964,48179,0,14,0,1,2,1,33,5.0,7,0,0,88,0
13965,13965,6996,4,14,2,0,2,1,35,3.0,8,1,0,63,1
13966,13966,71383,0,19,0,1,0,1,30,1.0,3,0,0,83,0
13967,13967,8317,7,14,0,1,0,3,27,5.0,3,0,0,52,0
13968,13968,599,5,14,2,1,2,1,41,3.0,3,1,0,69,0
13969,13969,55405,5,19,0,1,2,1,34,3.0,3,0,0,70,0
13970,13970,75272,7,6,0,1,2,1,29,4.0,2,0,0,47,0
13971,13971,51918,7,20,2,0,0,1,32,1.0,9,0,0,50,0
13972,13972,76759,7,20,0,1,2,1,32,5.0,4,1,0,50,0
13973,13973,3089,5,11,2,1,0,1,44,3.0,13,0,0,72,0
13974,13974,7113,7,33,0,0,2,1,27,3.0,2,1,0,49,0
13975,13975,42132,8,4,2,1,0,1,49,3.0,17,0,0,82,0
13976,13976,37584,2,30,0,0,2,1,25,4.0,3,0,0,47,0
13977,13977,27398,7,31,0,1,0,1,36,1.0,9,0,0,56,0
13978,13978,71982,5,11,0,0,0,1,32,4.0,5,1,0,64,0
13979,13979,71554,4,1,2,1,2,1,32,4.0,3,0,0,59,0
13980,13980,28487,4,24,0,0,2,1,37,1.0,3,0,0,63,0
13981,13981,7453,4,11,0,0,2,1,30,3.0,1,1,0,59,0
13982,13982,54126,0,31,0,1,2,1,27,2.0,5,0,0,81,0
13983,13983,12346,5,4,2,0,2,1,37,5.0,4,1,0,74,0
13984,13984,68254,7,11,0,1,2,1,60,3.0,7,0,0,47,0
13985,13985,58427,0,23,0,1,2,2,27,1.0,4,0,0,86,0
13986,13986,40612,0,14,0,1,2,1,30,5.0,4,1,0,80,0
13987,13987,31247,7,20,0,1,2,1,36,5.0,4,0,0,49,0
13988,13988,59388,4,31,0,0,0,1,40,3.0,6,0,0,58,0
13989,13989,23619,5,7,0,1,2,1,31,3.0,7,0,0,76,0
13990,13990,60511,7,14,0,1,0,1,23,3.0,1,0,0,42,0
13991,13991,66298,2,2,0,1,0,1,30,3.0,5,0,0,46,0
13992,13992,62462,7,11,0,1,0,2,21,3.0,1,1,0,45,0
13993,13993,72707,7,11,0,0,0,1,31,2.0,6,0,0,50,0
13994,13994,43185,0,17,0,1,0,1,26,3.0,2,0,0,84,0
13995,13995,43756,4,31,0,0,0,3,31,5.0,5,1,0,56,0
13996,13996,26423,7,20,2,1,2,1,33,5.0,10,1,0,49,0
13997,13997,22096,4,27,2,1,0,1,39,3.0,8,0,0,65,0
13998,13998,30092,7,31,0,1,0,1,32,3.0,4,0,0,49,0
13999,13999,69726,4,18,2,0,2,1,35,4.0,8,1,0,59,0
14000,14000,31274,4,14,0,0,2,2,34,3.0,3,1,0,64,1
14001,14001,36772,1,31,0,1,0,1,32,4.0,8,0,0,58,0
14002,14002,28193,4,14,0,1,2,1,37,4.0,8,1,0,52,0
14003,14003,35603,8,31,0,1,2,1,47,3.0,20,0,0,82,0
14004,14004,74105,7,21,0,1,2,2,34,1.0,7,0,0,50,0
14005,14005,13460,0,14,0,1,1,3,30,5.0,2,1,0,85,0
14006,14006,37185,7,18,0,1,2,2,40,3.0,10,0,0,45,0
14007,14007,66177,8,28,2,1,2,1,46,4.0,6,1,0,84,0
14008,14008,64842,4,11,0,0,2,1,41,3.0,12,1,0,58,0
14009,14009,44439,4,11,2,1,2,2,46,3.0,5,0,0,61,0
14010,14010,59089,5,2,2,1,0,1,37,3.0,4,1,0,68,0
14011,14011,42377,8,11,2,1,0,1,50,3.0,12,0,0,80,0
14012,14012,27497,7,0,0,0,0,1,29,3.0,2,0,0,52,0
14013,14013,59622,8,20,2,1,2,1,36,1.0,4,0,0,79,0
14014,14014,49581,3,11,0,1,0,1,35,2.0,8,0,0,59,0
14015,14015,31374,7,28,0,1,0,2,32,5.0,6,0,0,48,0
14016,14016,20132,5,28,2,1,2,1,34,5.0,7,1,0,72,0
14017,14017,3023,8,33,0,0,2,1,28,3.0,1,1,0,72,0
14018,14018,69482,4,30,0,0,2,2,30,5.0,5,1,0,64,0
14019,14019,29183,7,31,0,1,0,1,39,2.0,4,0,0,51,0
14020,14020,16616,0,13,0,1,0,2,31,3.0,7,0,0,81,0
14021,14021,50829,8,11,0,0,1,1,36,3.0,10,0,0,78,0
14022,14022,14650,7,0,2,1,0,1,49,3.0,15,0,0,64,1
14023,14023,61689,7,28,2,0,0,1,37,5.0,4,1,0,49,1
14024,14024,69398,7,2,0,1,0,1,30,5.0,5,0,0,48,0
14025,14025,12983,8,26,0,1,0,1,40,3.0,6,0,0,81,0
14026,14026,8633,4,5,2,0,0,1,38,3.0,2,0,0,62,0
14027,14027,65762,1,17,0,1,0,1,31,3.0,10,0,0,59,0
14028,14028,29458,4,10,0,0,0,1,35,3.0,2,0,0,63,0
14029,14029,60223,4,11,0,1,2,1,36,3.0,5,1,0,61,0
14030,14030,32195,0,10,0,1,2,1,37,4.0,5,1,1,82,0
14031,14031,49689,7,11,0,1,1,1,26,5.0,2,0,0,61,1
14032,14032,50973,7,29,2,1,0,1,36,5.0,9,0,0,47,0
14033,14033,1168,7,4,0,1,2,1,44,3.0,17,0,0,48,0
14034,14034,21239,8,14,2,0,0,2,44,1.0,7,0,0,79,0
14035,14035,2102,5,14,0,0,0,1,29,4.0,3,1,0,71,0
14036,14036,62086,5,8,0,0,2,1,37,3.0,3,1,0,69,0
14037,14037,6276,7,6,0,1,0,1,43,5.0,12,0,0,50,0
14038,14038,62800,2,11,0,1,2,1,30,3.0,7,1,0,51,0
14039,14039,23291,8,11,0,0,2,1,41,1.0,2,0,0,83,0
14040,14040,7597,5,11,2,1,2,1,54,3.0,7,0,0,69,0
14041,14041,63197,0,13,0,1,2,1,29,3.0,9,0,0,85,0
14042,14042,52271,2,11,0,1,2,1,26,3.0,1,1,0,49,0
14043,14043,40114,7,6,0,1,0,1,31,2.0,3,0,0,51,0
14044,14044,68158,2,11,2,0,2,1,43,1.0,7,0,0,51,0
14045,14045,47326,4,4,2,0,0,1,41,4.0,12,1,0,57,0
14046,14046,4561,5,24,0,0,0,1,37,3.0,4,0,0,62,0
14047,14047,25184,7,13,2,1,2,1,37,2.0,9,0,0,48,0
14048,14048,39400,1,14,0,1,0,1,29,3.0,1,0,0,62,0
14049,14049,37565,4,4,0,0,2,1,30,3.0,2,0,0,57,0
14050,14050,1483,5,14,2,1,0,1,45,3.0,14,0,0,71,0
14051,14051,34687,7,2,2,1,2,1,42,3.0,3,0,0,50,0
14052,14052,62655,7,30,0,1,2,1,28,5.0,2,0,0,49,0
14053,14053,8456,2,11,0,0,2,1,48,3.0,3,0,0,52,0
14054,14054,27049,4,31,0,0,2,1,34,5.0,5,1,0,57,0
14055,14055,68764,4,31,2,1,0,1,31,4.0,2,1,0,55,0
14056,14056,41096,4,11,2,0,2,1,51,4.0,4,1,0,59,0
14057,14057,11224,7,6,0,1,0,4,31,1.0,5,0,0,47,0
14058,14058,30864,1,14,2,1,2,1,38,3.0,5,0,0,60,0
14059,14059,40819,7,28,2,1,2,1,33,5.0,4,1,0,48,0
14060,14060,65280,7,23,0,1,2,1,35,5.0,7,0,0,47,0
14061,14061,12225,2,4,0,0,0,1,39,4.0,3,0,0,50,0
14062,14062,6985,4,19,2,0,0,1,37,4.0,9,0,0,60,0
14063,14063,24584,1,14,0,1,2,1,30,4.0,6,1,0,60,0
14064,14064,69917,4,25,0,1,2,1,34,5.0,4,1,0,63,0
14065,14065,41190,7,31,0,1,0,2,46,3.0,5,0,0,50,0
14066,14066,42094,7,24,0,0,0,1,30,1.0,3,0,0,52,0
14067,14067,34338,8,14,2,1,2,1,40,4.0,13,1,0,82,0
14068,14068,12300,5,29,0,0,0,1,34,3.0,4,0,0,68,0
14069,14069,31673,5,18,0,0,0,1,40,4.0,10,0,0,69,0
14070,14070,11915,6,15,0,1,2,1,34,3.0,3,1,0,87,0
14071,14071,10127,7,15,0,1,2,1,35,5.0,4,0,0,47,0
14072,14072,14420,4,24,2,0,2,1,36,4.0,5,1,0,60,0
14073,14073,38515,1,11,2,0,2,2,54,4.0,18,0,0,59,0
14074,14074,37987,4,24,0,0,0,2,35,1.0,9,0,0,55,0
14075,14075,67157,4,18,0,0,2,1,32,3.0,6,0,0,58,0
14076,14076,40844,4,21,0,0,0,1,27,3.0,1,0,0,57,0
14077,14077,18118,7,28,0,1,2,1,37,5.0,12,0,0,47,0
14078,14078,9712,5,6,2,0,2,1,33,3.0,7,0,0,66,0
14079,14079,76073,0,11,2,1,2,1,48,5.0,3,0,0,85,0
14080,14080,35315,8,23,2,1,0,1,43,1.0,6,0,0,79,0
14081,14081,73054,7,6,0,1,2,1,33,2.0,4,0,0,50,0
14082,14082,51110,7,15,0,1,0,1,33,2.0,8,0,0,49,0
14083,14083,14274,7,11,0,0,2,2,55,2.0,18,0,0,52,0
14084,14084,51616,8,7,0,1,0,1,37,3.0,5,0,0,78,0
14085,14085,581,4,24,0,1,0,2,31,3.0,5,0,0,61,0
14086,14086,35631,4,16,0,0,0,1,32,4.0,5,0,0,59,0
14087,14087,4276,4,12,2,1,0,1,38,5.0,4,0,0,60,0
14088,14088,22386,5,10,2,1,2,1,41,4.0,4,1,0,72,0
14089,14089,43152,7,29,2,1,0,1,35,4.0,3,1,0,53,0
14090,14090,76382,7,30,0,1,2,1,25,3.0,1,0,0,48,0
14091,14091,73679,1,11,0,1,2,2,33,4.0,5,0,0,60,0
14092,14092,66837,4,14,0,0,1,1,32,4.0,6,0,0,61,0
14093,14093,53084,2,2,0,1,2,1,32,3.0,7,0,0,48,0
14094,14094,25279,2,6,0,0,0,1,31,4.0,6,1,0,47,0
14095,14095,55875,5,4,2,1,0,2,32,3.0,6,0,0,68,0
14096,14096,49222,7,18,0,1,2,2,25,3.0,1,0,0,50,0
14097,14097,66812,0,6,0,1,0,1,35,1.0,10,0,0,86,0
14098,14098,63538,8,7,0,0,0,1,35,5.0,9,1,0,73,0
14099,14099,66673,8,12,2,1,2,1,35,3.0,7,0,0,79,0
14100,14100,27087,4,28,0,1,0,1,34,3.0,1,0,0,62,0
14101,14101,20028,7,15,0,1,0,1,40,2.0,6,0,0,53,0
14102,14102,68679,7,5,0,1,0,1,32,3.0,8,0,0,49,0
14103,14103,17493,8,30,0,1,0,1,31,4.0,2,1,0,82,0
14104,14104,12318,7,7,0,0,0,1,30,3.0,6,1,0,47,0
14105,14105,47843,4,14,1,1,2,1,23,3.0,1,0,0,55,0
14106,14106,63841,5,7,0,0,0,1,31,4.0,2,1,0,68,0
14107,14107,66263,4,7,2,1,2,1,42,5.0,10,1,0,57,0
14108,14108,44951,5,20,2,1,0,1,34,3.0,6,0,0,75,0
14109,14109,77607,7,25,0,1,2,2,34,1.0,6,0,0,51,0
14110,14110,72565,7,28,0,1,2,1,28,4.0,3,1,0,51,0
14111,14111,29076,0,14,0,1,0,1,31,2.0,3,0,0,86,0
14112,14112,54271,7,15,2,1,0,1,47,4.0,7,0,0,53,0
14113,14113,66071,7,29,0,1,2,1,41,3.0,7,1,0,53,0
14114,14114,53574,7,11,0,1,2,1,22,3.0,1,1,0,45,1
14115,14115,64610,7,14,0,1,0,1,25,1.0,3,0,0,50,0
14116,14116,29504,8,11,0,1,2,1,26,4.0,4,0,0,76,0
14117,14117,8821,4,11,0,1,0,1,31,3.0,4,1,0,56,0
14118,14118,68524,4,10,0,1,0,1,37,5.0,4,1,0,62,0
14119,14119,21318,7,20,0,1,2,1,32,5.0,4,0,0,57,0
14120,14120,44922,7,1,2,1,0,1,31,5.0,6,0,0,49,0
14121,14121,39327,5,12,0,1,0,4,26,3.0,4,0,0,69,0
14122,14122,14342,8,28,0,1,0,1,51,3.0,16,1,0,80,0
14123,14123,44155,4,14,2,1,0,1,36,5.0,9,1,0,64,0
14124,14124,26744,5,8,0,1,2,1,41,3.0,13,0,0,69,0
14125,14125,69003,7,11,0,1,0,4,28,2.0,4,0,0,50,0
14126,14126,44863,4,3,0,0,2,1,27,3.0,1,0,0,59,0
14127,14127,75789,1,18,0,1,2,1,30,3.0,3,0,0,63,0
14128,14128,26618,8,31,0,0,2,2,27,4.0,6,1,0,81,0
14129,14129,615,7,24,0,1,2,1,34,4.0,3,0,0,51,0
14130,14130,12701,8,5,0,0,2,1,45,5.0,7,1,0,80,0
14131,14131,30727,0,21,0,0,0,1,29,1.0,6,0,0,83,0
14132,14132,22983,8,11,0,1,1,3,30,3.0,4,0,0,74,0
14133,14133,21598,1,30,0,0,0,1,27,3.0,1,1,0,61,0
14134,14134,74555,7,14,0,1,2,1,22,3.0,2,0,0,50,0
14135,14135,55634,0,10,0,1,2,2,39,3.0,8,0,0,84,0
14136,14136,24779,5,11,0,1,0,2,28,3.0,2,1,0,68,0
14137,14137,11669,4,16,0,0,0,1,33,5.0,10,0,0,61,0
14138,14138,15246,4,27,2,0,0,1,34,3.0,4,1,0,62,0
14139,14139,14302,5,1,0,0,0,2,31,1.0,4,0,0,69,0
14140,14140,16221,0,11,0,1,0,1,38,4.0,4,0,0,84,0
14141,14141,27801,7,4,0,0,0,2,33,3.0,2,0,0,51,0
14142,14142,47982,7,20,0,1,0,1,37,3.0,8,1,0,48,1
14143,14143,28291,5,23,2,1,2,1,40,3.0,4,1,0,68,0
14144,14144,64319,5,12,0,1,0,2,27,3.0,4,0,0,63,0
14145,14145,23485,1,6,2,1,2,1,30,5.0,5,0,0,60,0
14146,14146,45269,4,14,2,0,2,1,46,3.0,4,1,0,60,1
14147,14147,62956,7,4,2,1,0,1,39,5.0,9,0,0,49,0
14148,14148,16258,7,14,2,1,0,1,20,3.0,1,0,0,46,0
14149,14149,22496,5,31,2,1,0,2,46,4.0,7,1,0,74,0
14150,14150,57138,7,14,0,0,0,1,29,2.0,5,0,0,48,0
14151,14151,67905,4,19,2,0,0,1,40,3.0,6,0,0,58,0
14152,14152,54701,7,15,2,0,0,2,34,3.0,10,0,0,55,0
14153,14153,39465,7,11,0,0,0,1,36,5.0,10,0,0,49,0
14154,14154,21096,7,7,0,1,2,1,39,5.0,5,0,0,47,0
14155,14155,48715,7,13,0,1,0,1,29,5.0,5,0,0,52,0
14156,14156,68359,5,11,0,0,0,1,42,4.0,12,1,0,70,0
14157,14157,62315,4,20,2,1,2,1,36,3.0,7,1,0,58,0
14158,14158,2866,4,2,0,0,2,1,33,4.0,5,1,1,60,0
14159,14159,65070,7,14,0,1,0,1,20,1.0,2,0,0,55,0
14160,14160,58266,4,14,0,1,2,1,32,4.0,7,0,0,62,0
14161,14161,70895,4,11,0,1,2,1,48,4.0,7,1,0,60,0
14162,14162,69225,5,1,2,1,0,1,31,5.0,3,1,0,71,0
14163,14163,9163,8,12,2,1,2,1,39,3.0,9,0,0,81,0
14164,14164,52668,0,14,0,1,0,1,26,5.0,2,1,0,89,0
14165,14165,937,8,5,0,1,0,1,29,3.0,4,0,0,79,0
14166,14166,77368,1,14,0,1,0,2,28,4.0,2,1,0,57,0
14167,14167,64582,2,24,0,1,2,1,29,5.0,6,1,0,50,0
14168,14168,20259,7,11,0,1,0,1,37,3.0,3,0,0,48,0
14169,14169,36291,7,14,2,1,2,3,34,3.0,8,0,0,55,0
14170,14170,47700,8,20,0,1,0,1,30,5.0,4,1,0,78,0
14171,14171,28825,8,15,0,1,2,1,26,4.0,2,1,0,77,0
14172,14172,44123,0,14,0,1,2,2,27,2.0,4,1,0,84,1
14173,14173,43862,7,10,0,1,0,2,34,3.0,2,0,0,56,0
14174,14174,45169,4,4,0,0,0,1,30,1.0,8,0,0,62,0
14175,14175,63518,7,28,0,1,0,1,31,4.0,8,0,0,65,1
14176,14176,25466,7,24,2,1,0,1,34,1.0,7,0,0,50,0
14177,14177,60865,7,10,0,1,0,1,40,1.0,11,0,0,53,0
14178,14178,37147,4,32,0,0,0,1,32,1.0,7,0,0,61,0
14179,14179,59655,8,19,0,0,0,1,27,3.0,2,1,0,80,0
14180,14180,68286,5,11,2,1,2,1,35,5.0,3,0,0,73,0
14181,14181,95,8,11,0,0,0,1,23,1.0,2,0,0,82,0
14182,14182,38652,0,6,0,1,2,1,26,3.0,1,0,0,83,0
14183,14183,46456,4,16,0,1,0,1,32,3.0,4,0,0,61,0
14184,14184,11379,0,31,0,1,0,1,29,4.0,3,0,0,86,0
14185,14185,40309,7,12,0,1,2,1,34,1.0,8,0,0,50,0
14186,14186,61528,5,11,2,0,2,1,60,4.0,17,0,0,71,0
14187,14187,29838,5,8,0,1,0,1,34,5.0,8,1,0,66,0
14188,14188,72285,7,17,2,1,0,1,36,5.0,3,1,0,49,0
14189,14189,44188,3,19,0,1,2,1,27,3.0,2,0,0,58,0
14190,14190,38413,3,28,0,1,2,1,28,3.0,4,0,0,58,0
14191,14191,50050,7,11,0,1,2,2,31,1.0,4,0,0,55,0
14192,14192,68805,0,15,2,1,0,1,38,4.0,3,0,0,88,0
14193,14193,15740,7,14,2,1,2,1,31,5.0,3,0,0,47,0
14194,14194,16796,4,6,0,1,0,2,31,3.0,5,0,0,63,0
14195,14195,36246,0,16,0,1,0,2,24,3.0,1,0,0,84,0
14196,14196,14596,8,31,2,1,2,1,56,4.0,14,0,0,83,0
14197,14197,73192,1,6,0,1,0,1,28,3.0,1,1,0,60,1
14198,14198,32736,0,29,2,1,0,1,33,4.0,3,0,0,86,0
14199,14199,21528,7,17,0,1,0,1,31,4.0,6,0,0,48,0
14200,14200,74857,7,11,2,1,0,1,52,5.0,7,1,0,51,0
14201,14201,16713,7,10,0,1,2,1,29,3.0,1,0,0,49,0
14202,14202,20586,8,14,0,1,0,3,30,3.0,3,1,0,77,0
14203,14203,18878,5,28,2,1,0,1,31,4.0,4,0,0,69,0
14204,14204,32251,7,19,0,1,0,1,34,5.0,5,1,0,50,0
14205,14205,35231,5,11,0,1,2,1,32,3.0,1,0,0,68,0
14206,14206,16496,2,11,2,0,0,1,40,4.0,10,0,0,47,0
14207,14207,24505,7,11,0,1,2,1,35,4.0,6,0,0,51,0
14208,14208,7228,5,11,0,1,2,1,31,4.0,7,0,0,88,1
